0xbabfe0ae175b847543724c386700065137d30e3b,
0x463f235748bc7862deaa04d85b4b16ac8fafef39,
0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,
0xb4c05e6e4cdb07c15095300d96a5735046eef999,
0x95d34980095380851902ccd9a1fb4c813c2cb639,
0xd116d1349c1382b0b302086a4e4219ae4f8634ff,
0xa5d6accc5695327f65cbf38da29198df53efdcf0,
0xe610af01f92f19679327715b426c35849c47c657,
0x903643251af408a3c5269c836b9a2a4a1f04d1cf,
0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,
0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,
0xd4cd7c881f5ceece4917d856ce73f510d7d0769e,FP
0x72f60eca0db6811274215694129661151f97982e,FP
0xc6b330df38d6ef288c953f1f2835723531073ce2,FP
0x0eb68f34efa0086e4136bca51fc4d0696580643e,
0xcb6fe98097fe7d6e00415bb6623d5fc3effa4e83,
0xdf4b83a451ef20b925ce39f4da2a021722688370,
0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,
0xa4e1cbf64c3b5db2a6e6f23cb5286b97d80b86e3,
0xbb9bc244d798123fde783fcc1c72d3bb8c189413,
0x4a8d3a662e0fd6a8bd39ed0f91e4c1b729c81a38,FP
0xfe1b613f17f984e27239b0b2dccfb1778888dfae,
0xf91546835f756da0c10cfa0cda95b15577b84aa7,
