Function Name,State Variables Modified,Can Transfer Ether
totalSupply(),,False
balanceOf(address),,False
"transfer(address,uint256)",,False
"allowance(address,address)",,False
"transferFrom(address,address,uint256)",,False
"approve(address,uint256)",,False
totalSupply(),totalSupply_,False
"transfer(address,uint256)",,True
balanceOf(address),,False
"transferFrom(address,address,uint256)","allowed, allowed, allowed",True
"approve(address,uint256)","allowed, allowed",True
"allowance(address,address)",allowed,False
"increaseApproval(address,uint)","allowed, allowed, allowed",True
"decreaseApproval(address,uint)","allowed, allowed, allowed, allowed",True
"constructor(string,string,uint8,uint256,address,address,address,address)","name, symbol, decimals, totalSupply_, minerAndDeveloperFundAccount, openDaoFundAccount, codeCoinCoreTeamAccount, mineralcloudFundAccount, minerAndDeveloperFundBalnace, totalSupply_, minerAndDeveloperPercent, precentDecimal, openDaoFundBalnace, totalSupply_, openDaoFundPercent, precentDecimal, codeCoinCoreTeamBalnace, totalSupply_, codeCoinCoreTeamPercent, precentDecimal, mineralcloudFundBalnace, totalSupply_, mineralcloudFundPercent, precentDecimal, minerAndDeveloperFundBalnace, openDaoFundBalnace, codeCoinCoreTeamBalnace, mineralcloudFundBalnace",False
"transfer(address,uint256)",,True
"transferFrom(address,address,uint256)",,True
function()publicpayable{revert();}(),,False
